Sr. No.,Mpp/Mcc Name,Milk Qty,Latitude,Longitude,Milk Dispatched Locations
253,Sondi Heti,72.48806451612903,20.934232,78.653243,Mcc Dhanoli
254,Salai Kala,34.96677419354839,20.945194,78.640406,Mcc Dhanoli
255,Malegaon,190.3516129032258,20.952344,78.566617,Mcc Dhanoli
256,Sindi Vihiri,180.85096774193548,21.03782,78.556042,Mcc Dhanoli
257,Ambora,66.40032258064515,21.054743,78.536417,Mcc Dhanoli
258,Bangadapur,135.11548387096775,21.057626,78.518355,Mcc Dhanoli
259,Dhaga,66.68548387096774,21.040195,78.472271,Mcc Dhanoli
260,Dhawdi Bk,281.8574193548387,21.135492,78.393357,Mcc Dhanoli
261,Khairi,41.25258064516129,21.225233,78.450499,Mcc Dhanoli
262,Bihadi,75.93193548387096,21.201622,78.429101,Mcc Dhanoli
263,Chandewani,68.42709677419354,21.195161,78.457116,Mcc Dhanoli
264,Selgaon,110.35806451612902,21.194363,78.459869,Mcc Dhanoli
265,Jaurwada,149.6216129032258,21.20631,78.479089,Mcc Dhanoli
266,Saoli,129.04387096774195,21.209253,78.484607,Mcc Dhanoli
267,Ladgaon,139.5867741935484,21.224184,78.477503,Mcc Dhanoli
268,Ajandoh,268.8141935483871,21.093275,78.490754,Mcc Dhanoli
269,Kannamwar,126.26870967741935,21.088815,78.507957,Mcc Dhanoli
270,Bhiwapur,140.25161290322578,21.074012,78.510353,Mcc Dhanoli
